File	TotalReads	TotalBases	HitReads	HitKmers	MatchList
ERR1823950_1	11407868	3400571671	0	0	
ERR1823952_1	8629038	2566599611	0	0	
ERR1823954_1	11507446	3427745904	0	0	
ERR1840797_1	17138367	2587893417	0	0	
ERR1840797_2	17138367	2587893417	0	0	
ERR198829_1	7904849	600768524	0	0	
ERR198829_2	7904849	600768524	0	0	
ERR198830_1	2609066	198289016	1	2	X51522.1_phageP4:p3331s_m2
ERR198830_2	2609066	198289016	4	9	X51522.1_phageP4:p3327s_m3 p3352s_m1 p3353s_m3 p3491a_m2
ERR198831_1	11265387	856169412	0	0	
ERR198831_2	11265387	856169412	0	0	
ERR2002980_1	1612071	324450717	0	0	
ERR2002980_2	1612071	324450717	0	0	
ERR2002981_1	3617925	845030618	0	0	
ERR2002981_2	3617925	845030618	0	0	
ERR2002982_1	8449296	1800135931	0	0	
ERR2002982_2	8449296	1800135931	0	0	
ERR2002983_1	4452438	936691861	0	0	
ERR2002983_2	4452438	936691861	0	0	
ERR2031735_1	549233	100660016	11	145	X51522.1_phageP4:p1682s_m15 p1930s_m13 p4870a_m1 p5104s_m9 p7535a_m23 p7774a_m3 p8364a_m14 p8799a_m16 p9612s_m34 p9675s_m9 p10983s_m8
ERR2031735_2	549233	111477159	10	94	X51522.1_phageP4:p1897a_m3 p2137a_m6 p5300a_m8 p7327s_m19 p7635s_m6 p8227s_m10 p8565s_m5 p9833a_m16 p9913a_m13 p11100a_m8
ERR2031736_1	63006	9327769	0	0	
ERR2031736_2	63006	10201876	0	0	
ERR2031737_1	579606	122114681	0	0	
ERR2031737_2	579606	134560857	0	0	
ERR2031738_1	296097	56219911	0	0	
ERR2031738_2	296097	61448569	0	0	
ERR2031739_1	182	44721	0	0	
ERR2031739_2	182	49099	0	0	
ERR2031740_1	416344	86052817	0	0	
ERR2031740_2	416344	93832367	0	0	
ERR2031741_1	434958	90879290	3	15	X51522.1_phageP4:p2816s_m1 p10219s_m7(2)
ERR2031741_2	434958	100863799	0	0	
ERR2031742_1	870027	184687560	0	0	
ERR2031742_2	870027	201919452	0	0	
ERR2031743_1	500316	87363741	0	0	
ERR2031743_2	500316	97944898	0	0	
ERR2031744_1	553344	120208043	0	0	
ERR2031744_2	553344	130239340	0	0	
ERR2031745_1	497444	83694211	0	0	
ERR2031745_2	497444	96807135	0	0	
ERR2031746_1	207544	48802147	0	0	
ERR2031746_2	207544	52463927	0	0	
ERR2031747_1	338143	73229914	0	0	
ERR2031747_2	338143	79603234	0	0	
ERR2031748_1	621430	126670213	0	0	
ERR2031748_2	621430	136618500	0	0	
ERR2031749_1	369195	70557762	0	0	
ERR2031749_2	358914	55302510	0	0	
ERR2031750_1	613105	121547709	0	0	
ERR2031750_2	613105	132813542	0	0	
ERR2031751_1	576708	106486166	0	0	
ERR2031751_2	576708	118800604	0	0	
ERR2031752_1	693592	138059944	0	0	
ERR2031752_2	693592	158578651	0	0	
ERR2031753_1	427175	73909809	0	0	
ERR2031753_2	427175	81416480	0	0	
ERR2031754_1	423501	85190256	0	0	
ERR2031754_2	423501	96946470	0	0	
ERR2031755_1	329897	58392281	0	0	
ERR2031755_2	329897	62437321	0	0	
ERR2031756_1	396609	90590766	0	0	
ERR2031756_2	396609	97722748	0	0	
ERR2031757_1	505255	107404954	0	0	
ERR2031757_2	395293	90387995	0	0	
ERR2031758_1	423441	85602052	0	0	
ERR2031758_2	423441	95334015	0	0	
ERR2031759_1	313403	62006990	0	0	
ERR2031759_2	313403	69626508	0	0	
ERR2031760_1	493219	94384126	0	0	
ERR2031760_2	493219	101940278	0	0	
ERR2031761_1	423581	78314227	0	0	
ERR2031761_2	423581	89465422	0	0	
ERR2031762_1	295586	66811428	0	0	
ERR2031762_2	295586	71313253	0	0	
ERR2031763_1	1202789	250845879	0	0	
ERR2031763_2	1202789	272332519	0	0	
ERR2031764_1	470377	97578584	0	0	
ERR2031764_2	470377	107822548	0	0	
ERR2031765_1	447241	90970693	0	0	
ERR2031765_2	447241	101690271	0	0	
ERR2131487_1	219454	22832707	0	0	
ERR2131488_1	336189	35723347	0	0	
ERR2131489_1	90878	9832323	0	0	
ERR2131490_1	365049	37925212	0	0	
ERR2131491_1	344474	36193746	0	0	
ERR2131492_1	181285	18974061	0	0	
ERR2131494_1	272565	30088662	0	0	
ERR2136808_1	232998	60340634	0	0	
ERR2136808_2	232998	63483090	0	0	
ERR2136809_1	296909	69559595	0	0	
ERR2136809_2	296909	74388101	0	0	
ERR2136810_1	278418	72092051	0	0	
ERR2136810_2	278418	77462724	0	0	
ERR2136811_1	2321	614394	0	0	
ERR2136811_2	2321	646209	0	0	
ERR2136812_1	413950	77117753	0	0	
ERR2136812_2	413950	84524136	0	0	
ERR2136813_1	408659	81584260	0	0	
ERR2136813_2	408659	91492287	0	0	
ERR2136814_1	496553	82776870	0	0	
ERR2136814_2	496553	89658447	0	0	
ERR2136815_1	242365	64452977	0	0	
ERR2136815_2	242365	68184998	0	0	
ERR2136816_1	315568	64192652	0	0	
ERR2136816_2	315568	72277881	0	0	
ERR2136817_1	419067	91685374	0	0	
ERR2136817_2	419067	100566922	0	0	
ERR2136818_1	157162	41329604	0	0	
ERR2136818_2	157162	43785417	0	0	
ERR2136819_1	223051	57579249	0	0	
ERR2136819_2	223051	61501037	0	0	
ERR2181452_1	69154	13997338	0	0	
ERR2192834_1	24268878	3664600578	0	0	
ERR2192834_2	24268878	3664600578	0	0	
ERR2192835_1	23923997	3612523547	0	0	
ERR2192835_2	23923997	3612523547	0	0	
ERR2192836_1	30378937	4587219487	0	0	
ERR2192836_2	30378937	4587219487	0	0	
ERR2192837_1	30032994	4534982094	0	0	
ERR2192837_2	30032994	4534982094	0	0	
ERR2192840_1	3243007	879512596	0	0	
ERR2192840_2	3243007	872249152	0	0	
ERR2192841_1	13171921	1446091504	0	0	
ERR2192841_2	13171921	1458003640	0	0	
ERR2192842_1	13051373	1435498336	0	0	
ERR2192842_2	13051373	1457638622	0	0	
ERR2192843_1	12767340	1413146003	0	0	
ERR2192843_2	12767340	1426707623	0	0	
ERR2192844_1	12621590	1397651529	0	0	
ERR2192844_2	12621590	1419485229	0	0	
ERR2192845_1	18899656	2369116776	0	0	
ERR2192845_2	18899656	2375290804	0	0	
ERR2192846_1	18960293	2375998760	0	0	
ERR2192846_2	18960293	2382882050	0	0	
ERR2192847_1	19297177	2419320150	0	0	
ERR2192847_2	19297177	2426333754	0	0	
ERR2192848_1	18719689	2349553373	0	0	
ERR2192848_2	18719689	2356154358	0	0	
ERR2193278_1	24253963	3662348413	0	0	
ERR2193278_2	24253963	3662348413	0	0	
ERR2193279_1	23970451	3619538101	0	0	
ERR2193279_2	23970451	3619538101	0	0	
ERR2193281_1	19631124	2964299724	0	0	
ERR2193281_2	19631124	2964299724	0	0	
ERR2193282_1	19252997	2907202547	0	0	
ERR2193282_2	19252997	2907202547	0	0	
ERR2193283_1	7562650	1141960150	0	0	
ERR2193283_2	7562650	1141960150	0	0	
ERR2193284_1	7424433	1121089383	0	0	
ERR2193284_2	7424433	1121089383	0	0	
ERR2193285_1	16552316	2499399716	0	0	
ERR2193285_2	16552316	2499399716	0	0	
ERR2193286_1	16227963	2450422413	0	0	
ERR2193286_2	16227963	2450422413	0	0	
ERR2193287_1	17463411	2636975061	0	0	
ERR2193287_2	17463411	2636975061	0	0	
ERR2193288_1	17151714	2589908814	0	0	
ERR2193288_2	17151714	2589908814	0	0	
ERR2193289_1	19503003	2944953453	0	0	
ERR2193289_2	19503003	2944953453	0	0	
ERR2193290_1	19146946	2891188846	0	0	
ERR2193290_2	19146946	2891188846	0	0	
ERR2193291_1	174528800	26353848800	3	3	cb1_chrUn:103428676-103444262_PolintonA1:p1693s_m1 p1866a_m1(2)
ERR2193291_2	174528800	26353848800	5	5	cb1_chrUn:103428676-103444262_PolintonA1:p1634s_m1 p1682s_m1 p1826a_m1 p1827a_m1 p1866a_m1
ERR2193292_1	176150879	26598782729	3	3	cb1_chrUn:103428676-103444262_PolintonA1:p1674s_m1 p1866a_m1(2)
ERR2193292_2	176150879	26598782729	3	3	cb1_chrUn:103428676-103444262_PolintonA1:p1803a_m1 p1810a_m1 p1866a_m1
ERR2193293_1	182991589	27631729939	4	4	cb1_chrUn:103428676-103444262_PolintonA1:p1674s_m1(2) p1834a_m1 p1866a_m1
ERR2193293_2	182991589	27631729939	1	1	cb1_chrUn:103428676-103444262_PolintonA1:p1827a_m1
ERR2193294_1	182737068	27593297268	4	4	cb1_chrUn:103428676-103444262_PolintonA1:p1698s_m1 p1859a_m1 p1866a_m1 p1890a_m1
ERR2193294_2	182737068	27593297268	3	3	cb1_chrUn:103428676-103444262_PolintonA1:p1674s_m1 p1738s_m1 p1866a_m1
ERR2193295_1	18658501	2817433651	0	0	
ERR2193295_2	18658501	2817433651	0	0	
ERR2193296_1	18348477	2770620027	0	0	
ERR2193296_2	18348477	2770620027	0	0	
ERR2193297_1	10877287	1642470337	0	0	
ERR2193297_2	10877287	1642470337	0	0	
ERR2193298_1	10634104	1605749704	0	0	
ERR2193298_2	10634104	1605749704	0	0	
ERR2193299_1	19858696	2998663096	0	0	
ERR2193299_2	19858696	2998663096	0	0	
ERR2193300_1	19467387	2939575437	0	0	
ERR2193300_2	19467387	2939575437	0	0	
ERR2193301_1	12393150	1871365650	0	0	
ERR2193301_2	12393150	1871365650	0	0	
ERR2193302_1	12175094	1838439194	0	0	
ERR2193302_2	12175094	1838439194	0	0	
ERR2193309_1	545148	89285891	0	0	
ERR2193309_2	545148	90173655	0	0	
ERR2193310_1	3841342	628020431	0	0	
ERR2193310_2	3841342	633916458	0	0	
ERR2193311_1	499084	77810281	0	0	
ERR2193311_2	499084	78558371	0	0	
ERR2193312_1	3381022	523919687	0	0	
ERR2193312_2	3381022	528774536	0	0	
ERR2193313_1	467824	80840495	0	0	
ERR2193313_2	467824	81598408	0	0	
ERR2193314_1	3172492	547461267	0	0	
ERR2193314_2	3172492	552557499	0	0	
ERR2193315_1	230784	69367301	0	0	
ERR2193315_2	230784	69201191	0	0	
ERR2193316_1	294200	88051684	0	0	
ERR2193316_2	294200	87933941	0	0	
ERR2193317_1	129229	38831757	0	0	
ERR2193317_2	129229	38723892	0	0	
ERR2193318_1	123881	36513162	0	0	
ERR2193318_2	123881	36480942	0	0	
ERR2193319_1	243352	73077258	0	0	
ERR2193319_2	243352	72888231	0	0	
ERR2193320_1	285308	83117484	0	0	
ERR2193320_2	285308	83076920	0	0	
ERR2193321_1	170568	51269609	0	0	
ERR2193321_2	170568	51155798	0	0	
ERR2193322_1	165370	49073895	0	0	
ERR2193322_2	165370	49000205	0	0	
ERR2193323_1	112351	33721088	0	0	
ERR2193323_2	112351	33643294	0	0	
ERR2193324_1	83285	24609869	0	0	
ERR2193324_2	83285	24575950	0	0	
ERR2193325_1	118813	35735916	0	0	
ERR2193325_2	118813	35639516	0	0	
ERR2193326_1	120803	36292520	0	0	
ERR2193326_2	120803	36220668	0	0	
ERR2625613_1	59444776	17833432800	0	0	
ERR2625613_2	59444776	17833432800	0	0	
ERR2625614_1	111946	357885329	0	0	
ERR2676759_1	109347	387314603	0	0	
ERR2798113_1	7849916	400345716	0	0	
ERR2798114_1	7329554	373807254	0	0	
ERR2798115_1	10901881	545094050	0	0	
ERR2798116_1	9410822	470541100	0	0	
ERR2798117_1	6826287	348140637	0	0	
ERR2798118_1	10327248	526689648	0	0	
ERR2798119_1	12785361	652053411	0	0	
ERR2798120_1	8509165	433967415	0	0	
ERR2798121_1	7433295	379098045	0	0	
ERR2798122_1	8174663	416907813	0	0	
ERR2798123_1	13791103	689555150	0	0	
ERR2798124_1	15636176	781808800	0	0	
ERR2798125_1	13710307	685515350	0	0	
ERR2798126_1	15951884	797594200	3	4	X51522.1_phageP4:p4393a_m1 p9346a_m1 p11605s_m2
ERR2798127_1	14285402	714270100	0	0	
ERR2798128_1	17578195	878909750	0	0	
ERR2798129_1	642591	31486959	0	0	
ERR2798130_1	392172	19216428	0	0	
ERR2798131_1	281816	13808984	0	0	
ERR2798132_1	779563	38198587	0	0	
ERR2798133_1	399222	19561878	0	0	
ERR2798134_1	580114	28425586	0	0	
ERR2798135_1	689472	33784128	0	0	
ERR2798136_1	881827	43209523	0	0	
ERR2798137_1	446857	21895993	0	0	
ERR2798138_1	563269	27600181	0	0	
ERR2798139_1	295740	14491260	0	0	
ERR2814725_1	5413492	1601123161	0	0	
ERR2814725_2	5413492	1603134062	0	0	
ERR2814726_1	5193349	1541444495	0	0	
ERR2814726_2	5193349	1543523294	0	0	
ERR2814750_1	5450553	1621589326	0	0	
ERR2814750_2	5450553	1626328616	0	0	
ERR2814751_1	5388212	1586177513	0	0	
ERR2814751_2	5388212	1591910005	0	0	
ERR2814752_1	6213676	1843522724	0	0	
ERR2814752_2	6213676	1848788964	0	0	
ERR2814753_1	9614776	2736111177	0	0	
ERR2814753_2	9614776	2799002726	0	0	
ERR2843943_1	204160038	30828165738	3	6	cb1_chrUn:103428676-103444262_PolintonA1:p7349s_m2 cb1_chrUn:16416583-16433048_PolintonA2:p1671s_m1 cb1_chrUn:564929-589882_PolintonA3:p15263a_m3
ERR2843943_2	204160038	30828165738	3	7	cb1_chrUn:16416583-16433048_PolintonA2:p1654s_m1 p1700s_m1 cb1_chrUn:564929-589882_PolintonA3:p15096s_m5
ERR2843944_1	201403624	30411947224	2	2	cb1_chrUn:16416583-16433048_PolintonA2:p1821a_m1 cb1_chrUn:564929-589882_PolintonA3:p1882s_m1
ERR2843944_2	201403624	30411947224	0	0	
ERR2843945_1	183483878	27706065578	0	0	
ERR2843945_2	183483878	27706065578	1	1	cb1_chrUn:16416583-16433048_PolintonA2:p1815a_m1
ERR2843946_1	161911960	24448705960	0	0	
ERR2843946_2	161911960	24448705960	1	1	cb1_chrUn:103428676-103444262_PolintonA1:p2022s_m1
ERR2843947_1	163179451	24640097101	0	0	
ERR2843947_2	163179451	24640097101	0	0	
ERR2843948_1	22106683	3338109133	0	0	
ERR2843948_2	22106683	3338109133	0	0	
ERR2843949_1	23021386	3476229286	0	0	
ERR2843949_2	23021386	3476229286	0	0	
ERR2843950_1	24531745	3704293495	0	0	
ERR2843950_2	24531745	3704293495	0	0	
ERR2843951_1	27201289	4107394639	0	0	
ERR2843951_2	27201289	4107394639	0	0	
ERR2843952_1	26156010	3949557510	0	0	
ERR2843952_2	26156010	3949557510	0	0	
ERR2843953_1	27376708	4133882908	0	0	
ERR2843953_2	27376708	4133882908	0	0	
ERR2843954_1	30206446	4561173346	0	0	
ERR2843954_2	30206446	4561173346	0	0	
ERR2843955_1	40582488	6127955688	0	0	
ERR2843955_2	40582488	6127955688	0	0	
ERR2843956_1	26836768	4052351968	0	0	
ERR2843956_2	26836768	4052351968	0	0	
ERR2843957_1	29189718	4407647418	0	0	
ERR2843957_2	29189718	4407647418	0	0	
ERR2843958_1	28320575	4276406825	0	0	
ERR2843958_2	28320575	4276406825	0	0	
ERR2843959_1	37280993	5629429943	0	0	
ERR2843959_2	37280993	5629429943	0	0	
ERR2862243_1	682832	200732826	0	0	
ERR2862243_2	682832	202866163	0	0	
ERR2867948_1	1002631	251660381	0	0	
ERR2867948_2	1002631	251660381	0	0	
ERR2867952_1	894480	224514480	0	0	
ERR2867952_2	894480	224514480	0	0	
ERR2867953_1	872058	218886558	0	0	
ERR2867953_2	872058	218886558	0	0	
ERR2867958_1	947071	237714821	0	0	
ERR2867958_2	947071	237714821	0	0	
ERR2867960_1	439037	110198287	0	0	
ERR2867960_2	439037	110198287	0	0	
ERR2867963_1	1862819	467567569	0	0	
ERR2867963_2	1862819	467567569	0	0	
ERR2867968_1	945920	237425920	0	0	
ERR2867968_2	945920	237425920	0	0	
ERR2867971_1	1063148	266850148	0	0	
ERR2867971_2	1063148	266850148	0	0	
ERR2867973_1	1129575	283523325	0	0	
ERR2867973_2	1129575	283523325	0	0	
ERR2867978_1	791944	198777944	0	0	
ERR2867978_2	791944	198777944	0	0	
ERR2867979_1	1051093	263824343	0	0	
ERR2867979_2	1051093	263824343	0	0	
ERR2867983_1	886692	222559692	0	0	
ERR2867983_2	886692	222559692	0	0	
ERR2867984_1	1568646	393730146	0	0	
ERR2867984_2	1568646	393730146	0	0	
ERR2867992_1	1047745	262983995	0	0	
ERR2867992_2	1047745	262983995	0	0	
ERR2867994_1	1075604	269976604	0	0	
ERR2867994_2	1075604	269976604	0	0	
ERR2867995_1	1010069	253527319	0	0	
ERR2867995_2	1010069	253527319	0	0	
ERR2867997_1	1053923	264534673	0	0	
ERR2867997_2	1053923	264534673	0	0	
ERR2868000_1	1072814	269276314	0	0	
ERR2868000_2	1072814	269276314	0	0	
ERR2868001_1	910586	228557086	0	0	
ERR2868001_2	910586	228557086	0	0	
ERR2868005_1	1322284	331893284	0	0	
ERR2868005_2	1322284	331893284	0	0	
